C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,AT (K),Ms (K)
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1223,711.43
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1213,711.51
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1203,711.59
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1193,711.69
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1183,711.79
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1173,711.91
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1163,712.04
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1153,712.18
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1143,712.35
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1133,712.55
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1123,706.11
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1113,697.65
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1103,687.72
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1093,676.48
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1083,663.97
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1073,650.18
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1063,635.07
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1053,618.54
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1043,600.5
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1033,580.83
0.09,0.28,1,0.01,1.3,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1023,562.31
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1733,663.86
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1723,669.66
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1713,675.96
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1703,681.69
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1693,686.79
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1683,687.93
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1673,687.96
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1663,687.99
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1653,688.02
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1643,688.05
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1633,688.07
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1623,688.09
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1613,688.11
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1603,688.13
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1593,688.14
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1583,688.16
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1573,688.17
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1563,688.18
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1553,688.19
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1543,688.2
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1533,688.21
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1523,688.22
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1513,688.44
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1503,688.78
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1493,689.1
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1483,689.4
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1473,689.68
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1463,689.93
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1453,690.17
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1443,690.39
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1433,690.59
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1423,690.78
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1413,690.95
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1403,691.11
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1393,691.26
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1383,691.39
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1373,691.52
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1363,691.63
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1353,691.74
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1343,691.84
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1333,691.93
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1323,692.01
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1313,692.09
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1303,692.17
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1293,692.24
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1283,692.31
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1273,692.37
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1263,692.44
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1253,692.5
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1243,692.57
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1233,692.63
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1223,692.7
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1213,692.77
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1203,692.85
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1193,692.93
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1183,693.03
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1173,693.13
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1163,693.24
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1153,693.37
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1143,693.52
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1133,693.69
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1123,693.88
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1113,690.46
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1103,681.94
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1093,671.74
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1083,660.04
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1073,646.92
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1063,632.38
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1053,616.7
0.09,0.28,1,0.01,2.6,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1043,604.3
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1723,614.68
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1713,619.17
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1703,625.12
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1693,630.6
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1683,635.6
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1673,640.07
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1663,643.99
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1653,647.32
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1643,648.49
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1633,648.51
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1623,648.53
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1613,648.54
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1603,648.56
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1593,648.57
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1583,648.59
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1573,648.6
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1563,648.61
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1553,648.62
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1543,648.63
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1533,648.63
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1523,648.64
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1513,648.67
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1503,649.01
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1493,649.32
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1483,649.61
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1473,649.88
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1463,650.14
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1453,650.37
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1443,650.59
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1433,650.79
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1423,650.97
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1413,651.15
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1403,651.3
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1393,651.45
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1383,651.58
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1373,651.7
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1363,651.82
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1353,651.92
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1343,652.02
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1333,652.11
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1323,652.19
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1313,652.27
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1303,652.34
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1293,652.41
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1283,652.47
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1273,652.53
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1263,652.59
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1253,652.65
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1243,652.71
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1233,652.76
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1223,652.82
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1213,652.88
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1203,652.95
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1193,653.01
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1183,653.09
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1173,653.16
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1163,653.25
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1153,653.35
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1143,653.46
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1133,653.59
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1123,653.73
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1113,653.89
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1103,654.08
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1093,650.33
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1083,640.82
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1073,630.74
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1063,623.7
0.09,0.28,1,0.01,5.1,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1053,613.65
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1693,549.72
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1683,555.27
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1673,560.48
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1663,565.38
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1653,569.95
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1643,574.2
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1633,578.11
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1623,581.7
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1613,584.94
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1603,587.85
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1593,590.41
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1583,592.63
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1573,594.52
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1563,596.09
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1553,597.27
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1543,597.28
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1533,597.29
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1523,597.29
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1513,597.3
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1503,597.44
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1493,597.74
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1483,598.01
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1473,598.27
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1463,598.51
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1453,598.74
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1443,598.95
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1433,599.14
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1423,599.32
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1413,599.48
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1403,599.63
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1393,599.77
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1383,599.9
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1373,600.02
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1363,600.13
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1353,600.23
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1343,600.32
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1333,600.4
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1323,600.48
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1313,600.55
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1303,600.62
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1293,600.68
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1283,600.74
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1273,600.8
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1263,600.85
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1253,600.9
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1243,600.95
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1233,601
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1223,601.05
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1213,601.09
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1203,601.14
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1193,601.19
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1183,601.25
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1173,601.3
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1163,601.37
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1153,601.43
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1143,601.51
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1133,601.59
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1123,601.68
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1113,601.79
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1103,603.38
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1093,607.06
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1083,606.23
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1073,601.96
0.09,0.28,1,0.01,8.4,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1063,594.56
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1663,514.05
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1653,519.11
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1643,523.91
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1633,528.49
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1623,532.83
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1613,536.95
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1603,540.85
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1593,544.52
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1583,547.98
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1573,551.22
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1563,554.25
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1553,557.06
0.09,0.28,1,0.01,10.8,0.31,0.1,0,0,0.021,0,0.09,0,0,0.01,0.015,1543,559.67
