C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,TAUST (K),Ms (K)
0.14,0.25,0.5,1.55,1.55,0,0,0,0,0,0,0,0,0,0.01,0.01,1143,696
0.15,0.25,0.75,1.45,0.95,0,0,0,0,0,0,0,0,0,0.01,0.01,1143,706
0.16,0.31,0.5,2.02,1.95,0.03,0,0,0,0.03,0,0,0,0,0.01,0.01,1143,723
0.32,0.2,0.57,3,1.15,0,0,0,0,0,0,0,0,0,0.01,0.01,1113,583
0.12,0.2,0.5,3.25,0.9,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,673
0.15,0.15,0.4,4.1,1.15,0,0,0,0,0,0,0,0,0,0.01,0.01,1083,663
0.3,0.2,0.5,4.1,1.25,0,0,0,0,0,0,0,0,0,0.01,0.01,1093,573
0.3,0.25,0.8,0.55,0.5,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1123,626
0.41,0.25,0.85,0.55,0.5,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1123,593
0.48,0.34,0.75,0.6,0.58,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1123,583
0.6,0.25,0.85,0.55,0.5,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1118,513
0.4,0.25,0.65,0.85,0.75,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1123,595
0.36,0.25,0.65,1.05,1.05,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1123,613
0.16,0.2,0.8,1.4,1.05,0.15,0,0,0,0,0,0,0,0,0.01,0.01,1113,686
0.16,0.25,0.5,1.55,1.65,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1133,673
0.36,0.25,0.7,1.5,1.5,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1123,593
0.4,0.25,0.6,1.5,1.2,0.15,0,0,0,0,0,0,0,0,0.01,0.01,1123,586
0.4,0.25,0.6,1.5,1.2,0.3,0,0,0,0,0,0,0,0,0.01,0.01,1123,573
0.16,0.2,0.8,1.8,1.05,0.15,0,0,0,0,0,0,0,0,0.01,0.01,1103,676
0.41,0.25,0.7,1.8,0.8,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1123,573
0.17,0.2,0.6,2,1.55,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1103,675
0.3,0.25,0.48,2,2,0.4,0,0,0,0,0,0,0,0,0.01,0.01,1123,613
0.31,0.25,0.6,2.55,0.65,0.55,0,0,0,0,0,0,0,0,0.01,0.01,1103,603
0.4,0.25,0.6,2.55,0.65,0.55,0,0,0,0,0,0,0,0,0.01,0.01,1103,563
0.31,0.25,0.55,3,1.05,0.28,0,0,0,0,0,0,0,0,0.01,0.01,1103,583
0.12,0.28,0.53,3.2,0.58,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1133,713
0.13,0.2,0.5,3.4,0.85,0.18,0,0,0,0,0,0,0,0,0.01,0.01,1093,686
0.15,0.25,0.4,4.1,1.15,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1093,643
0.3,0.25,0.6,4.1,1.25,0.3,0,0,0,0,0,0,0,0,0.01,0.01,1093,576
0.34,0.2,0.5,4,1.8,0.35,0,0,0,0,0,0,0,0,0.01,0.01,1123,546
0.38,0.25,0.7,0,0.5,0,0,0,0,0,0,0,0,0,0.01,0.01,1103,626
0.46,0.25,0.7,0,0.5,0,0,0,0,0,0,0,0,0,0.01,0.01,1103,586
0.59,0.25,0.6,0.2,0.65,0,0,0,0,0,0,0,0,0,0.01,0.01,1103,530
0.2,0.2,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,686
0.6,0.25,0.85,0,0.75,0,0,0,0,0,0,0,0,0,0.01,0.01,1118,520
0.2,0.3,0.75,0,0.95,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,686
0.3,0.2,0.7,0,1.05,0,0,0,0,0,0,0,0,0,0.01,0.01,1133,640
0.39,0.2,0.7,0,1.05,0,0,0,0,0,0,0,0,0,0.01,0.01,1143,606
0.5,0.35,0.75,0,1.2,0,0,0,0,0,0,0,0,0,0.01,0.01,1123,553
0.07,0.4,0.5,0.2,13,0,0,0,0,0,0,0,0,0,0.01,0.01,1253,613
0.12,0.4,0.5,0.2,12.5,0,0,0,0,0,0,0,0,0,0.01,0.01,1253,606
0.17,0.38,0.4,0.2,12.5,0,0,0,0,0,0,0,0,0,0.01,0.01,1233,598
0.24,0.37,0.27,0.32,13.3,0.06,0,0,0,0,0,0,0,0,0.01,0.01,1233,578
0.32,0.3,0.3,0.2,13,0.06,0,0,0,0,0,0,0,0,0.01,0.01,1233,566
0.2,0.25,0.7,0.65,12,1,0.3,0,0,0,0,0,0,0,0.01,0.01,1273,543
0.14,0.25,0.55,0,0.6,0.55,0,0,0,0,0,0,0,0,0.01,0.01,1193,691
0.2,0.25,0.75,0,0.4,0.45,0,0,0,0,0,0,0,0,0.01,0.01,1173,689
0.12,0.3,0.45,0.16,0.85,0.6,0,0,0,0,0,0,0,0,0.01,0.01,1233,740
0.27,0.13,0.6,0.19,0.74,0.55,0,0,0,0,0,0,0,0,0.01,0.01,1148,698
0.6,0.25,0.85,0,0.8,0.3,0,0,0,0,0,0,0,0,0.01,0.01,1123,523
0.18,0.25,0.75,0,1,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1133,693
0.26,0.25,0.7,0,1.05,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1123,725
0.3,0.25,0.5,0,1,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1123,652
0.34,0.25,0.65,0,1.05,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1123,631
0.36,0.25,0.8,0,1,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1123,620
0.4,0.2,0.85,0,1.05,0.3,0,0,0,0,0,0,0,0,0.01,0.01,1143,606
0.46,0.25,0.85,0,1,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1123,580
0.5,0.25,0.85,0,1,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1123,560
0.15,0.3,0.6,0,1.25,0.5,0,0,0,0,0,0,0,0,0.01,0.01,1193,699
0.35,0.27,0.55,0.14,1.23,0.51,0,0,0,0,0,0,0,0,0.01,0.01,1133,646
0.37,0.25,0.85,0,1.15,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1133,616
0.42,0.25,0.85,0,1.15,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1133,588
0.14,0.23,0.46,0.21,2.28,1.05,0,0,0,0,0,0,0,0,0.01,0.01,1173,693
0.2,0.25,0.5,0,3.1,0.52,0,0,0,0,0,0,0,0,0.01,0.01,1193,693
0.28,0.25,0.5,0,3.1,0.52,0,0,0,0,0,0,0,0,0.01,0.01,1193,666
0.32,0.25,0.55,0.3,3.05,0.4,0,0,0,0,0,0,0,0,0.01,0.01,1173,614
0.17,0.14,0.6,0,3.25,0.55,0,0,0,0,0,0,0,0,0.01,0.01,1173,673
0.26,0.14,0.6,0,3.25,0.55,0,0,0,0,0,0,0,0,0.01,0.01,1173,633
0.14,0.26,0.45,0.13,4.66,0.56,0,0,0,0,0,0,0,0,0.01,0.01,1193,723
0.12,0.3,0.7,0,9,1,0,0,0,0,0,0,0,0,0.01,0.01,1273,603
0.12,0.25,0.55,0.15,0.4,0.6,0.25,0,0,0,0,0,0,0,0.01,0.01,1193,694
0.22,0.3,0.6,0.13,1.15,0.6,0.22,0,0,0,0,0,0,0,0.01,0.01,1233,706
0.37,0.29,0.62,0.13,1.19,0.59,0.22,0,0,0,0,0,0,0,0.01,0.01,1223,618
0.3,0.25,0.6,0.3,2.5,0.2,0.18,0,0,0,0,0,0,0,0.01,0.01,1173,628
0.39,0.15,0.6,0,3.25,0.95,0.2,0,0,0,0,0,0,0,0.01,0.01,1223,576
0.5,0.25,0.75,0.15,0.95,0.05,0.2,0,0,0,0,0,0,0,0.01,0.01,1148,585
0.33,0.3,0.65,0,1.15,0.2,0,0,0,1,0,0,0,0,0.01,0.01,1173,623
0.31,0.3,0.55,0,1.6,0.2,0,0,0,1.1,0,0,0,0,0.01,0.01,1173,630
0.39,0.3,0.55,0,1.6,0.2,0,0,0,1.1,0,0,0,0,0.01,0.01,1173,600
0.42,0.3,0.65,0,1.65,0.33,0,0,0,1,0,0,0,0,0.01,0.01,1173,590
0.44,0.22,0.66,0,0.15,0,0.02,0,0,0,0,0,0,0,0.01,0.01,1323,623
0.44,0.22,0.66,0,0.15,0,0.02,0,0,0,0,0,0,0,0.01,0.01,1153,623
0.76,0.22,0.29,0.07,0.11,0.019,0.02,0.17,0,0,0,0,0,0,0.01,0.01,1083,518
0.76,0.22,0.29,0.07,0.11,0.019,0.02,0.17,0,0,0,0,0,0,0.01,0.01,1133,483
1.03,0.17,0.22,0.1,0.07,0.01,0,0.14,0,0,0,0,0,0,0.01,0.01,1063,448
1.03,0.17,0.22,0.1,0.07,0.01,0,0.14,0,0,0,0,0,0,0.01,0.01,1133,433
0.48,0.28,1.98,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1123,563
0.98,0.08,1.84,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,393
0.73,1.62,0.73,0.12,0.1,0,0.01,0.19,0,0,0,0,0,0,0.01,0.01,1118,488
0.3,0.32,0.51,3.03,0.07,0,0,0,0,0.032,0.01,0,0,0,0.01,0.01,1123,613
0.35,0.23,0.656,0.23,1.11,0.05,0.01,0.18,0,0,0,0,0,0,0.01,0.01,1123,633
0.44,0.22,0.8,0.26,1.04,0.04,0.01,0.17,0,0,0,0,0,0,0.01,0.01,1113,628
1.04,0.26,0.33,0.31,1.53,0.01,0.01,0.2,0,0,0,0,0,0,0.01,0.01,1133,518
1.04,0.26,0.33,0.31,1.53,0.01,0.01,0.2,0,0,0,0,0,0,0.01,0.01,1323,408
0.44,0.3,0.2,0.31,13.12,0.01,0.02,0.09,0,0,0,0,0,0,0.01,0.01,1253,553
2.08,0.28,0.39,0.31,11.48,0.02,0.04,0.15,0,0,0,0,0,0,0.01,0.01,1243,457
0.23,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.01,0.01,1323,698
0.38,1.05,1.14,0,0.23,0,0.02,0,0,0,0,0,0,0,0.01,0.01,1133,603
0.16,0.22,1.12,0.12,0.99,0.02,0.01,0,0,0.015,0,0,0,0,0.01,0.01,1143,673
0.47,0.35,0.82,0.04,1.2,0,0.11,0.14,0,0,0,0,0,0,0.01,0.01,1153,573
0.55,0.22,0.98,0.01,1.02,0,0.11,0.07,0,0,0,0,0,0,0.01,0.01,1153,543
0.15,0.48,0.67,0.25,1.2,0,0.31,0.18,0,0,0,0,0,0,0.01,0.01,1193,708
0.13,0.31,0.51,1.55,1.5,0.06,0.01,0,0,0.01,0,0,0,0,0.01,0.01,1143,713
0.16,0.31,0.5,2.02,1.95,0.03,0.01,0,0,0.03,0,0,0,0,0.01,0.01,1143,723
0.13,0.26,0.46,3.69,0.78,0.04,0,0.16,0,0.012,0,0,0,0,0.01,0.01,1143,693
0.22,0.25,0.64,0.33,0.97,0.23,0.01,0.16,0,0,0,0,0,0,0.01,0.01,1148,673
0.3,0.22,0.64,0.11,1.01,0.24,0.01,0.19,0,0,0,0,0,0,0.01,0.01,1123,658
0.38,0.23,0.64,0.08,0.99,0.16,0.01,0.17,0,0,0,0,0,0,0.01,0.01,1123,633
0.5,0.32,0.8,0.11,1.04,0.24,0.01,0.17,0,0,0,0,0,0,0.01,0.01,1123,563
0.22,0.3,0.66,0.15,0.56,0.44,0,0.18,0,0.049,0,0,0.02,0,0.01,0.01,1163,698
0.27,0.2,0.67,0.11,0.5,0.45,0,0,0,0.034,0,0,0.005,0,0.01,0.01,1163,683
0.21,0.4,1.52,0.07,0,0,0.13,0,0,0.043,0,0,0.019,0,0.01,0.01,1173,683
0.17,0.55,1.45,0.74,0,0,0,0,0,0.055,0.18,0,0,0,0.01,0.01,1203,693
1.03,0.28,0.97,0.13,1.05,0.03,0,0.25,1.15,0,0,0,0,0,0.01,0.01,1088,518
1.03,0.28,0.97,0.13,1.05,0.03,0,0.25,1.15,0,0,0,0,0,0.01,0.01,1163,428
0.2,0.38,1.2,0.55,0.06,0,0,0.91,0,0,0,0,0,0,0.01,0.01,1143,668
0.3,0.24,0.46,2.06,1.44,0.37,0.01,0.2,0,0,0,0,0,0,0.01,0.01,1123,623
0.4,0.2,0.35,4.03,1.27,0.24,0.04,0.16,0,0,0,0,0,0,0.01,0.01,1133,543
0.2,0.15,0.62,1.58,0.47,0.48,0,0,0,0.015,0,0,0,0,0.01,0.01,1143,688
0.58,0.89,0.81,0.06,1.27,0.02,0.11,0.14,0,0,0,0,0,0,0.01,0.01,1143,543
0.39,0.94,0.48,0.04,5.53,0.87,0.48,0.2,0,0,0,0,0,0,0.01,0.01,1303,548
0.43,0.27,0.75,0.11,1.31,0.72,0.23,0,0,0,0,0,0,0,0.01,0.01,1243,598
0.12,0.4,1.28,0.62,0,0,0.15,0.67,0,0.024,0,0,0,0,0.01,0.01,1173,748
0.12,0.4,1.28,0.62,0,0,0,0.67,0,0.021,0.18,0,0,0,0.01,0.01,1173,748
0.52,0.29,0.7,1.72,1.09,0.43,0.14,0,0,0,0,0,0,0,0.01,0.01,1123,548
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.01,0.01,1363,673
0.28,0.11,0.36,0.04,2.57,0.03,0.35,0,8.88,0,0,0,0,0,0.01,0.01,1393,693
2.19,0.26,0.32,0.08,11.75,0.12,0.08,0.12,0.84,0,0,0,0,0,0.01,0.01,1243,453
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.01,0.01,1153,583
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.01,0.01,1323,633
0.85,0.3,0.31,0.18,4.15,4.79,2.01,0,6.34,0,0,0,0,0,0.01,0.01,1463,468
0.8,0.23,0.3,0.3,4.34,0.78,1.52,0,17.89,0,0,0,0,4.52,0.01,0.01,1523,453
0.35,0.31,0.69,0.31,0.12,0.04,0,0.14,0,0,0,0,0,0,0.01,0.01,1123,628
0.36,0.27,0.66,0.02,0.21,0.02,0,0.22,0,0.06,0,0,0,0,0.01,0.01,1123,633
0.45,0.27,0.52,0.12,0.05,0.01,0,0.13,0,0,0,0,0,0,0.01,0.01,1123,618
0.44,0.26,0.72,0.09,0.16,0.02,0,0,0,0,0,0,0,0,0.01,0.01,1123,603
0.53,0.35,0.7,0.24,0.09,0.1,0.03,0.52,0,0,0,0,0,0,0.01,0.01,1098,583
0.75,0.24,0.75,0.43,0.06,0.1,0.03,0.56,0,0,0,0,0,0,0.01,0.01,1073,513
0.72,0.34,0.72,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1123,518
0.55,1.68,0.61,0.19,0.05,0.01,0,0.2,0,0,0.05,0,0,0,0.01,0.01,1198,558
0.55,1.68,0.61,0.19,0.05,0.01,0,0.2,0,0,0,0,0,0,0.01,0.01,1198,556
0.33,0.3,1.12,0.24,0.11,0.04,0,0.19,0,0.01,0,0,0,0,0.01,0.01,1123,628
0.47,0.36,1.37,0.02,0.15,0,0,0.19,0,0,0,0,0,0,0.01,0.01,1148,573
0.24,0.2,1.58,0.2,0.24,0.02,0,0.12,0,0,0,0,0,0.018,0.01,0.01,1148,638
0.11,0.22,0.44,3.47,0.1,0.04,0,0.15,0,0.007,0,0,0,0,0.01,0.01,1173,708
0.1,0.33,0.46,5,0.23,0.04,0,0.14,0,0,0,0,0,0,0.01,0.01,1123,683
0.09,0.27,0.51,9,0.05,0.03,0,0.13,0,0.012,0,0,0,0,0.01,0.01,1063,618
0.32,0.3,0.76,0.26,1.08,0.02,0,0.17,0,0,0,0,0,0,0.01,0.01,1123,623
0.38,0.26,0.74,0.26,0.9,0.04,0,0.17,0,0,0,0,0,0,0.01,0.01,1123,598
0.44,0.31,0.8,0.46,0.96,0.05,0,0.18,0,0,0,0,0,0,0.01,0.01,1123,583
1,0.27,0.3,0.21,1.71,0.04,0.01,0.14,0,0,0,0,0,0,0.01,0.01,1123,513
0.42,0.44,0.16,0.27,13.4,0,0,0.08,0,0,0,0,0,0,0.01,0.01,1273,478
0.55,1.52,0.88,0.07,0.74,0.01,0,0.03,0,0,0,0,0,0,0.01,0.01,1123,538
0.38,0.21,0.41,0.03,1.29,0.1,0.12,0.05,0,0,0,0,0,0,0.01,0.01,1198,613
0.53,0.27,0.81,0.07,1.09,0.01,0.1,0.11,0,0,0,0,0,0,0.01,0.01,1123,558
0.81,0.29,2.1,0.06,0.02,0.01,0.17,0.04,0.05,0,0,0,0,0,0.01,0.01,1073,443
0.14,0.23,1.2,0.15,0.1,0.48,0.065,0.15,0,0,0,0,0,0,0.01,0.01,1173,713
0.18,0.27,1.1,0.28,1.02,0.04,0,0.18,0,0,0,0,0,0,0.01,0.01,1123,673
0.93,0.2,1.25,0.24,0.6,0,0,0.15,0,0,0,0,0,0,0.01,0.01,1098,453
0.5,0.4,0.78,0.48,0.52,0.03,0,0.12,0,0,0,0,0,0,0.01,0.01,1098,573
0.41,0.24,0.55,0.93,0.8,0.06,0.01,0.1,0,0,0,0,0,0,0.01,0.01,1173,593
0.11,0.3,0.5,1.59,0.64,0.1,0.03,0.31,0,0,0,0,0,0,0.01,0.01,1198,677
0.15,0.3,0.55,1.38,0.82,0.09,0,0.11,0,0,0,0,0,0,0.01,0.01,1173,668
0.19,0.3,0.55,1.52,0.81,0.1,0.03,0.2,0,0,0,0,0,0,0.01,0.01,1123,648
0.12,0.29,0.51,2.69,0.7,0.06,0,0.18,0,0,0,0,0,0,0.01,0.01,1123,653
0.36,0.32,0.53,3.74,1.86,0.06,0,0.13,0,0,0.002,0,0,0,0.01,0.01,1123,538
0.32,0.2,0.3,2.95,0.69,0.1,0.03,0.31,0.06,0,0,0,0,0,0.01,0.01,1123,593
0.52,0.4,0.6,0.17,1,0.22,0.05,0.38,0,0,0,0,0,0,0.01,0.01,1123,563
0.17,0.23,0.8,0.21,1.06,0.24,0.006,0.18,0,0,0.032,0,0,0,0.01,0.01,1198,658
0.15,0.28,0.86,0.14,0.84,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1173,675
0.25,0.21,0.68,0.19,1.1,0.22,0,0.16,0,0,0,0,0,0,0.01,0.01,1173,638
0.37,0.3,0.79,0.17,1,0.18,0,0.1,0,0,0,0,0,0,0.01,0.01,1123,608
0.36,0.28,0.77,0.16,0.96,0.28,0,0,0,0,0,0,0,0,0.01,0.01,1123,623
1.07,0.31,0.32,0.17,2.05,0.18,0,0.13,0,0,0,0,0,0,0.01,0.01,1123,518
0.3,0.29,0.63,0.17,2.99,0.43,0,0.13,0,0,0,0,0,0,0.01,0.01,1223,598
0.11,0.24,0.47,0.23,4.48,0.52,0,0.15,0,0,0,0,0,0,0.01,0.01,1173,618
0.43,1.38,0.95,0.03,1.06,0.1,0.035,0.05,0,0,0,0,0,0,0.01,0.01,1198,570
0.45,1.31,0.55,0.21,0.6,0.22,0.05,0.27,0,0,0,0,0,0,0.01,0.01,1173,583
0.45,1.34,1.5,0.03,0.03,0.01,0.04,0.09,0,0,0,0,0,0,0.01,0.01,1198,573
0.15,0.26,0.53,0.11,1.04,1.05,0.25,0.15,0,0,0,0,0,0,0.01,0.01,1223,673
0.15,0.44,0.36,0.09,2.24,0.85,0,0.23,0,0.097,0.01,0,0,0,0.01,0.01,1248,658
0.15,0.44,0.36,0.09,2.24,0.85,0,0.23,0,0.097,0.01,0,0,0,0.01,0.01,1198,698
0.26,0.49,0.58,0.18,1.65,0.84,0.38,0.07,0,0,0,0,0,0,0.01,0.01,1323,653
0.41,0.66,0.45,0,4.9,1.07,0.35,0.09,0,0,0,0,0,0,0.01,0.01,1273,553
0.28,0.29,0.7,0.43,0.7,0.2,0,0.2,0,0,0,0,0,0,0.01,0.01,1123,638
0.21,0.31,0.88,0.65,0.57,0.26,0,0.15,0,0,0,0,0,0,0.01,0.01,1148,673
0.4,0.33,0.8,0.58,0.56,0.28,0,0.1,0,0,0,0,0,0,0.01,0.01,1123,598
0.33,0.24,0.72,1.22,0.54,0.17,0,0.22,0,0,0,0,0,0,0.01,0.01,1123,613
0.49,0.26,0.57,1.62,0.83,0.24,0,0.13,0,0,0,0,0,0,0.01,0.01,1123,538
0.29,0.24,0.78,1.62,1.49,0.44,0,0.16,0,0,0.01,0,0,0,0.01,0.01,1123,593
0.17,0.25,0.63,2.02,0.38,0.13,0,0.07,0,0.01,0,0,0,0,0.01,0.01,1173,658
0.17,0.25,1.23,2.45,0.94,0.4,0,0,0,0.042,0,0,0.012,0,0.01,0.01,1123,673
0.57,0.31,0.65,2.35,0.75,0.41,0,0.13,0,0,0,0,0,0,0.01,0.01,1123,518
0.31,0.3,0.67,0.94,3,0.51,0,0.19,0,0,0,0,0,0,0.01,0.01,1173,593
0.16,0.2,0.46,3.02,1.02,0.26,0,0.12,0,0,0,0,0,0,0.01,0.01,1123,628
0.36,0.3,0.39,3.7,1.65,0.23,0,0.12,0,0,0,0,0,0,0.01,0.01,1123,548
0.34,0.26,0.35,3.55,1.54,0.31,0,0,0,0,0,0,0.008,0,0.01,0.01,1123,563
0.3,0.27,0.56,1.75,1.85,0.49,0,0,0,0,0,0,0,0,0.01,0.01,1148,553
0.32,0.27,0.35,2.1,2.3,0.64,0,0.19,0,0,0,0,0,0,0.01,0.01,1148,573
0.3,0.3,0.4,3.2,0.86,0.4,0,0.17,0,0,0,0,0,0,0.01,0.01,1123,593
0.42,0.32,0.4,4.34,1.56,0.44,0,0.05,0,0,0,0,0,0,0.01,0.01,1123,528
0.2,0.32,0.63,3.85,0.25,0.94,0,0.17,0,0,0,0,0,0,0.01,0.01,1123,628
0.4,0.53,0.56,0.21,1.65,0.23,0,0.15,0,1.1,0,0,0,0,0.01,0.01,1173,593
0.16,1.14,0.49,0.25,1.22,1.05,0.46,0.19,0,0,0.03,0,0,0,0.01,0.01,1323,658
0.98,0.16,0.3,0.17,0.63,0.28,0.28,0.11,3.66,0,0,0,0,0,0.01,0.01,1123,503
0.16,0.27,0.51,2.59,0.67,0.49,0.08,0.2,0,0,0,0,0,0,0.01,0.01,1223,643
0.58,0.39,0.62,1.68,1.35,0.4,0.1,0.01,0,0,0,0,0,0,0.01,0.01,1123,508
0.37,0.95,0.34,0.17,4.7,1.4,0.5,0.11,1.8,0,0,0,0,0,0.01,0.01,1273,588
0.34,0.18,1.55,0.17,0.08,0.02,0,0,0,0,0,0,0,0,0.01,0.01,1123,628
0.17,0.34,1.5,0,0,0,0.11,0,0,0.082,0,0,0.025,0,0.01,0.01,1173,688
0.23,0.27,0.56,2.06,0.15,0.01,0,0.18,0,0,0,0,0,0,0.01,0.01,1173,658
0.19,0.2,0.67,2,0.39,0.09,0,0.05,0,0,0,0,0,0,0.01,0.01,1173,648
0.24,0.27,0.52,2.1,0.05,0.32,0,0.1,0,0,0,0,0,0,0.01,0.01,1148,643
0.11,0.21,0.46,0,2.18,0.31,0,0,0,0.485,0,0,0,0,0.01,0.01,1248,723
0.28,0.32,0.49,0.13,1.65,0.22,0,0,0,1.05,0,0,0,0,0.01,0.01,1173,663
0.13,0.14,1.08,1.13,0.88,0.4,0,0,0,0,0,0,0,0,0.01,0.01,1173,658
0.18,0.27,0.86,1.53,1.05,0.16,0,0.13,0,0,0,0,0,0,0.01,0.01,1123,668
0.81,0.21,0.26,0,4.28,3.98,1.08,0,0,0,0,0,0,0,0.01,0.01,1413,428
0.41,0.36,0.3,4.8,0.54,1.13,0.52,0,0,0,0,0,0,0,0.01,0.01,1148,573
0.38,0.37,0.52,0.08,3.23,0.44,0.58,0,4.15,0,0,0,0,0,0.01,0.01,1323,578
0.27,0.26,0.43,0.1,2.45,0.13,0.36,0,8.7,0,0,0,0,0,0.01,0.01,1423,603
0.6,0.19,0.22,0.2,4.65,1,1.35,0,17.8,0,0,0,0,0.72,0.01,0.01,1473,558
0.36,0.27,0.66,0.2,0.21,0.02,0,0.22,0,0.06,0,0,0,0,0.01,0.01,1573,633
0.37,0.33,0.69,0.06,0.04,0.05,0,0,0,0,0,0,0.013,0,0.01,0.01,1098,633
0.93,0.11,0.31,0.2,0.12,0.1,0.03,0.62,0,0,0,0,0,0,0.01,0.01,1073,468
1.29,0.27,0.2,0.09,0.04,0.01,0,0.08,0,0,0,0,0,0,0.01,0.01,1098,428
1.29,0.27,0.2,0.09,0.04,0.01,0,0.08,0,0,0,0,0,0,0.01,0.01,1473,438
0.42,1.78,0.62,0.18,0.05,0.01,0.03,0.22,0,0,0,0,0,0,0.01,0.01,1248,598
0.08,0.16,0.29,2.06,0.08,0.02,0,0.13,0,0,0,0,0,0,0.01,0.01,1173,698
0.11,0.45,0.49,0.13,12,0.02,0.02,0.07,0,0,0,0,0,0,0.01,0.01,1273,623
0.2,0.3,0.72,0.27,0.79,0.02,0,0.02,0,0,0,0,0,0,0.01,0.01,1123,663
0.29,0.85,0.4,0.18,12.32,0.1,0.05,0.12,0,0,0,0,0,0,0.01,0.01,1273,538
0.72,0.2,0.35,0.06,0.28,0,0,0.049,0,0,0,0,0,0,0.01,0.01,1123,538
0.88,0.24,0.41,0.1,0.78,0.05,0,0.12,0,0,0,0,0,0,0.01,0.01,1123,503
0.97,0.26,0.27,0.05,0.77,0.01,0,0.04,0,0,0,0,0,0,0.01,0.01,1123,488
0.29,1.3,1.33,0.12,0,0,0,0.1,0,0,0,0,0,0,0.01,0.01,1198,628
0.28,1.49,0.92,0.12,0.99,0,0,0.1,0,0,0,0,0,0,0.01,0.01,1198,618
0.13,0.33,0.35,3.42,0.86,0.08,0,0.16,0,0,0,0,0,0,0.01,0.01,1123,653
0.42,0.41,0.6,4.4,1.25,0.05,0,0.14,0,0.02,0,0,0,0,0.01,0.01,1123,513
0.21,0.29,0.55,1.84,0.07,0.2,0,0.09,0,0,0,0,0,0,0.01,0.01,1148,653
0.08,0.06,0.35,4.06,0.07,0.88,0,0.15,0,0,0,0,0,0,0.01,0.01,1123,663
0.3,0.25,0.5,0.09,1.28,0,0.05,0.09,0,0,0,0,0,0,0.01,0.01,1148,633
0.32,0.21,0.4,0.11,1.3,0.1,0.125,0.13,0,0,0,0,0,0,0.01,0.01,1148,628
1.15,0.38,0.38,0.21,0.74,0.02,0,0.12,1.2,0,0,0,0,0,0.01,0.01,1123,453
0.28,1.25,0.59,0.05,0.92,0.22,0,0.03,0,0,0,0,0,0,0.01,0.01,1198,623
0.5,1.48,1.05,0.05,1.2,0.2,0,0.04,0,0,0,0,0,0,0.01,0.01,1148,548
0.3,2.2,0.48,0.12,10.5,1,0.012,0.07,0,0,0,0,0,0,0.01,0.01,1273,528
0.17,0.28,0.63,1.13,0.49,0.13,0,0.1,0,0,0,0,0,0,0.01,0.01,1123,658
1.18,0.28,0.63,1.13,0.49,0.13,0,0.1,0,0,0,0,0,0,0.01,0.01,1123,418
0.32,0.27,0.55,1.9,1.8,0.58,0,0,0,0,0,0,0,0,0.01,0.01,1148,573
0.33,0.32,0.51,3.38,0.83,0.03,0,0.13,0,0,0,0,0,0,0.01,0.01,1098,576
0.37,0.26,0.59,2.54,0.94,0.12,0,0.2,0,0,0,0,0,0,0.01,0.01,1123,570
0.1,0.26,0.33,3.02,0.68,0.19,0,0.14,0,0,0,0,0,0,0.01,0.01,1123,658
0.15,0.35,0.32,3.09,0.84,0.14,0,0.12,0,0,0,0,0,0,0.01,0.01,1123,643
0.31,0.28,0.5,3.33,1.2,0.5,0.03,0.15,0.08,0,0,0,0,0,0.01,0.01,1123,583
0.3,0.3,0.4,3.2,0.86,0.4,0,0,0,0,0,0,0,0,0.01,0.01,1123,598
