Al,Co,Cr,Cu,Fe,Ni,V,Mo,Mn,Sn,W,Zr,Ti,Ta,Nb,T(K),E
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,380,125.40319
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,370,125.70688
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,360,126.01076
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,350,126.31482
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,340,126.61907
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,330,126.92351
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,320,127.22813
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,310,127.53294
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,300,127.83793
0,0,0,0,0,0,20,20,0,0,0,20,20,20,0,298.15,127.89437
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,1000,182.43011
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,990,183.5999
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,980,184.76487
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,970,185.92475
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,960,187.0793
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,950,188.22825
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,940,189.37134
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,930,190.50833
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,920,191.63895
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,910,192.76295
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,900,193.88009
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,890,194.9901
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,880,196.09275
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,870,197.18778
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,860,198.27494
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,850,199.354
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,840,200.4247
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,830,201.48682
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,820,202.5401
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,810,203.58432
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,800,204.61922
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,790,205.6446
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,780,206.6602
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,770,207.6658
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,760,208.66119
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,750,209.64613
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,740,210.6204
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,730,211.58379
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,720,212.53609
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,710,213.47708
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,700,214.40656
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,690,215.32433
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,680,216.23019
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,670,217.12395
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,660,218.00542
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,650,218.87443
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,640,219.73078
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,630,220.57433
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,620,221.4049
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,610,222.22234
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,600,223.02651
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,590,223.81727
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,580,224.59449
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,570,225.35805
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,560,226.10786
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,550,226.84382
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,540,227.56584
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,530,228.27388
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,520,228.96788
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,510,229.64781
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,500,230.31367
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,490,230.96547
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,480,231.60325
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,470,232.22708
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,460,232.83705
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,450,233.4333
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,440,234.01598
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,430,234.58532
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,420,235.14156
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,410,235.68502
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,400,236.21605
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,390,236.7351
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,380,237.24268
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,370,237.73938
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,360,238.22589
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,350,238.70302
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,340,239.1717
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,330,239.63301
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,320,240.0882
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,310,240.53871
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,300,240.98623
0,0,0,0,34,0,0,0,0,0,33,0,0,33,0,298.15,241.06892
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,1000,115.53152
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,990,116.40574
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,980,117.27851
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,970,118.14958
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,960,119.01874
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,950,119.88575
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,940,120.75038
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,930,121.61241
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,920,122.47162
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,910,123.32777
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,900,124.18066
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,890,125.03004
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,880,125.87569
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,870,126.71741
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,860,127.55497
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,850,128.38815
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,840,129.21674
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,830,130.04054
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,820,130.85931
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,810,131.67286
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,800,132.48098
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,790,133.28346
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,780,134.0801
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,770,134.8707
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,760,135.65505
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,750,136.43296
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,740,137.20425
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,730,137.96871
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,720,138.72616
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,710,139.47643
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,700,140.21932
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,690,140.95467
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,680,141.6823
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,670,142.40205
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,660,143.11376
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,650,143.81726
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,640,144.51242
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,630,145.19907
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,620,145.8771
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,610,146.54637
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,600,147.20674
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,590,147.85812
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,580,148.50038
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,570,149.13345
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,560,149.75722
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,550,150.37162
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,540,150.97659
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,530,151.57207
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,520,152.15803
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,510,152.73444
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,500,153.3013
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,490,153.85861
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,480,154.4064
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,470,154.94472
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,460,155.47365
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,450,155.99327
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,440,156.50371
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,430,157.00513
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,420,157.4977
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,410,157.98164
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,400,158.45722
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,390,158.92474
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,380,159.38456
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,370,159.83709
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,360,160.2828
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,350,160.72224
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,340,161.15604
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,330,161.58493
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,320,162.00974
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,310,162.43143
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,300,162.8511
0,0,0,0,25,0,0,0,0,0,25,0,25,25,0,298.15,162.93002
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,1000,122.41948
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,990,122.9877
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,980,123.56245
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,970,124.14326
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,960,124.72965
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,950,125.32114
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,940,125.91727
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,930,126.51758
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,920,127.12162
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,910,127.72893
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,900,128.33915
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,890,128.95171
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,880,129.56628
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,870,130.18244
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,860,130.7998
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,850,131.41799
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,840,132.03665
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,830,132.6554
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,820,133.27393
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,810,133.89188
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,800,134.50894
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,790,135.12481
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,780,135.73919
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,770,136.35179
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,760,136.96234
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,750,137.57058
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,740,138.17624
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,730,138.77909
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,720,139.3789
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,710,139.97543
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,700,140.56847
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,690,141.15783
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,680,141.74328
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,670,142.32467
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,660,142.90179
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,650,143.47448
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,640,144.04257
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,630,144.60592
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,620,145.16438
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,610,145.71781
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,600,146.26608
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,590,146.80907
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,580,147.34667
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,570,147.87878
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,560,148.40531
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,550,148.92616
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,540,149.44126
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,530,149.95055
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,520,150.45397
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,510,150.95147
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,500,151.44302
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,490,151.9286
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,480,152.40819
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,470,152.88179
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,460,153.34943
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,450,153.81112
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,440,154.26692
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,430,154.7169
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,420,155.16114
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,410,155.59975
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,400,156.03288
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,390,156.46069
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,380,156.88339
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,370,157.30122
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,360,157.71447
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,350,158.12349
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,340,158.52867
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,330,158.93049
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,320,159.32951
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,310,159.72638
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,300,160.12185
0,0,0,0,20,0,20,0,0,0,20,0,20,20,0,298.15,160.19495
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,1000,125.54689
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,990,126.14868
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,980,126.75357
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,970,127.36121
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,960,127.97124
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,950,128.58332
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,940,129.19713
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,930,129.81236
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,920,130.42871
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,910,131.04588
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,900,131.66367
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,890,132.28169
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,880,132.89976
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,870,133.51763
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,860,134.13508
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,850,134.75189
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,840,135.36785
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,830,135.98278
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,820,136.59647
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,810,137.20876
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,800,137.81949
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,790,138.42848
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,780,139.0356
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,770,139.64071
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,760,140.24367
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,750,140.84436
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,740,141.44267
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,730,142.03848
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,720,142.63171
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,710,143.22225
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,700,143.81001
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,690,144.39493
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,680,144.97692
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,670,145.55593
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,660,146.13188
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,650,146.70473
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,640,147.27442
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,630,147.84092
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,620,148.40418
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,610,148.96417
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,600,149.52087
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,590,150.07424
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,580,150.62428
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,570,151.17096
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,560,151.71429
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,550,152.25424
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,540,152.79083
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,530,153.32405
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,520,153.85392
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,510,154.38045
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,500,154.90365
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,490,155.42355
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,480,155.94018
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,470,156.45358
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,460,156.96377
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,450,157.47082
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,440,157.97478
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,430,158.47571
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,420,158.97368
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,410,159.46879
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,400,159.96114
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,390,160.45083
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,380,160.93801
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,370,161.42284
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,360,161.90549
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,350,162.38617
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,340,162.86515
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,330,163.34269
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,320,163.81915
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,310,164.29492
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,300,164.77047
0,0,0,0,16.5,0,16.7,0,16.7,0,16.7,0,16.7,16.7,0,298.15,164.85784
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,715,100.89453
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,705,101.29182
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,695,101.68826
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,685,102.08388
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,675,102.47866
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,665,102.87261
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,655,103.26575
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,645,103.65808
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,635,104.04961
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,625,104.44033
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,615,104.83026
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,605,105.2194
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,595,105.60776
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,585,105.99534
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,575,106.38215
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,565,106.76818
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,555,107.15345
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,545,107.53797
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,535,107.92172
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,525,108.30473
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,515,108.68699
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,505,109.06851
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,495,109.44929
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,485,109.82933
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,475,110.20864
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,465,110.58723
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,455,110.96509
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,445,111.34224
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,435,111.71867
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,425,112.09438
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,415,112.46938
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,405,112.84368
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,395,113.21728
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,385,113.59017
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,375,113.96237
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,365,114.33388
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,355,114.70469
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,345,115.07481
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,335,115.44425
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,325,115.81301
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,315,116.18108
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,305,116.54848
6,0,0,0,0,0,23.5,0,0,0,0,0,23.5,23.5,23.5,298.15,116.79975
10,0,0,0,0,0,20,0,0,0,0,0,20,20,30,755,91.06553
10,0,0,0,0,0,20,0,0,0,0,0,20,20,30,745,91.49277
