C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,AT ,t,T
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,37.07746213,391.41
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,40.78495618,412.88
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,45.92085864,428.22
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,54.20008904,443.56
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,60.99019192,446.63
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,71.96477966,455.83
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,91.11082937,458.9
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,108.6300551,464.12
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,120.0991683,467.02
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,131.8074627,470.88
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,147.3567383,473.78
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,165.356016,476.68
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,180.7881664,479.09
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,212.8825188,480.06
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,229.2978592,480.54
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,250.6744092,481.02
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,279.1965195,482.96
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,322.71563,483.92
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,350.211175,485.37
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,394.3755661,484.41
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,429.5759904,486.34
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,474.9304335,489.24
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,534.8475368,489.24
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,636.7808583,487.79
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,733.3984707,491.17
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,863.5549939,491.17
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,1001.843766,491.65
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,1210.681762,491.17
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,1401.941849,491.41
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,1700.591484,492.38
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,2172.951335,493.34
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,2675.284664,494.31
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,3244.740727,492.38
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,4023.555535,487.55
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,4916.771211,487.55
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,5759.701813,487.41
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,6627.198822,486.19
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,7768.014007,481.93
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,9022.564596,481.93
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,11450.90997,477.06
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,13174.98107,475.24
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,16565.70793,470.37
0.28,0.16,0.39,0.06,2.35,0.06,0.53,0,4.1,0,0,0,0,0,0.02,0.006,1090,20630.98674,461.85
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,553.3501092,306.42
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,615.6019686,323.41
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,705.1800219,332.68
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,752.4887302,341.17
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,831.9553138,344.26
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,941.4559402,346.59
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,1052.931213,345.05
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,1234.525315,345.06
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,1517.050367,340.44
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,1898.016572,338.91
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,2224.846229,338.15
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,2767.578831,339.7
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,3283.220116,338.94
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,3940.941607,342.81
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,5079.254804,349.77
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,6170.210777,354.42
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,7812.679346,364.46
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,9431.917644,371.3
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,11274.57033,380.86
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,13756.2481,395.18
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,17183.03996,412.98
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,21537.73356,430.7
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,27208.21182,460.04
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1080,33174.16497,492.08
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,651.6283941,308.36
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,842.1704522,314.17
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,1127.716669,318.81
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,1465.885335,321.53
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,1956.590768,324.64
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,2578.69513,328.95
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,3463.378846,336.32
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,4629.136638,343.08
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,6017.27694,352.28
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,7533.555637,361.48
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,9931.160484,374.36
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,14645.35826,387.25
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,19674.33219,399.52
0.37,1,0.51,0,5.1,1.26,0.97,0,0,0,0,0,0,0,0,0,1030,25217.38216,413.62
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,20.07659231,359.25
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,28.91012703,392.06
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,40.97792847,414.65
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,54.91613956,434.85
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,69.87792495,447.19
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,91.59462733,461.51
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,116.5547561,471.89
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,159.7386464,481.32
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,203.6573085,487.79
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,273.9996449,494.76
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,353.9158396,497.31
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,503.4426445,499.41
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,682.4329692,500.02
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,963.6293075,498.69
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,1355.657559,496.37
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,1662.531949,494
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,2077.112408,492.13
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,2491.322785,488.28
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,3254.243155,484.96
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,4141.999098,479.67
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,5471.293342,472.92
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,6861.198753,468.11
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,8798.324994,459.88
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1050,11074.64975,454.09
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,30.99773777,348.15
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,38.71150002,372.74
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,51.68327194,397.35
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,71.08369586,419.52
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,96.68520001,440.22
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,132.9903105,457
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,171.7552417,468.86
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,233.2222603,478.29
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,325.6116987,489.2
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,442.9757988,496.67
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,593.7860632,501.19
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,781.3578865,503.26
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,1059.083007,507.79
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,1500.928486,510.87
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,2095.800791,512.47
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,2894.076455,514.06
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,4147.534431,514.21
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,5643.129283,513.84
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,7537.025767,512.97
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,10486.00354,510.65
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,14426.79963,509.8
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,20221.80881,504.54
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,27926.72446,500.26
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,39143.53107,495
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,51135.20484,487.27
0.39,0.58,0.45,0.13,1.45,0.47,0.7,0,0.55,0,0,0,0,0,0.018,0.003,1100,63889.57512,480.99
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,82.16181036,418.53
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,87.83143938,473.56
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,103.1335578,517.47
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,136.7980794,537.89
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,171.4667831,547.18
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,233.8998805,555.24
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,295.8966171,555.26
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,374.3260056,553.42
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,466.906586,552.82
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,579.6155123,546.66
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,696.2737143,544.82
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,848.2815085,542.36
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,1063.016486,538.05
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,1301.157891,534.36
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,1555.643218,529.43
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,1859.858912,524.49
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,2276.459876,518.33
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,2633.540491,513.39
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,880,2937.987881,507.79
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,209.8649924,358.04
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,225.1230687,384
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,271.4188462,408.55
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,349.961283,430.65
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,452.9080084,450.29
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,570.926235,460.13
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,766.8315979,468.98
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,1018.474125,476.85
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,1362.793332,483.26
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,1840.602468,488.68
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,2417.296927,493.11
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,3320.091096,498.05
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,4442.11707,498.56
0.55,0.94,0.34,0.12,1.27,0.05,0.18,0,2.1,0,0,0,0,0,0.015,0.012,950,5921.476363,501.53
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,130.2386842,160.72
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,199.8849059,202.19
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,299.640146,225.17
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,519.7565847,246.98
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,782.8165522,265.03
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,1088.353555,279.96
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,1460.662905,293.64
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,2030.766544,317.2
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,2655.767183,337.04
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,3572.646117,354.42
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,4738.599453,368.1
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,6081.490043,378.07
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,7915.894546,386.2
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,10548.96861,393.72
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,13802.57132,400.35
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,18900.79188,407.09
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,24609.90856,415.75
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,31106.41774,426.72
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,38625.13408,441.18
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,46559.68142,454.46
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,56457.28639,474.72
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,66261.3073,491.87
0.75,0.22,0.31,0.2,4.25,0,1.45,0,17.65,0,0,0,0,0,0.025,0.019,1270,76397.65003,510.95
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,84.17633251,390.06
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,85.32769225,411.57
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,87.61732705,419.28
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,93.7540419,432.78
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,106.8242863,443.62
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,144.7504758,465.79
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,198.9161294,482.47
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,294.5913564,497.36
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,399.1995104,505.49
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,610.8857577,513.69
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,913.250671,518.83
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,1410.652361,522.76
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,1885.037525,524.77
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,3008.63844,525.68
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,930,4604.15568,525.33
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,65.0863624,405.47
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,65.99940192,431.11
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,71.78934651,450.7
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,81.44416967,463.6
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,91.11502528,470.38
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,104.3422026,477.79
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,125.2102838,485.84
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,164.9795064,498.83
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,222.5204861,510.01
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,304.3687074,518.14
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,414.3906999,525.66
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,546.311069,531.6
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,754.4839404,536.65
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,1000.299381,540.7
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,1396.947227,542.85
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,1879.792879,544.01
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,2506.166959,547.09
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,3366.123145,548.73
0.85,0.3,0.65,0.05,0.12,0.5,0.03,0.08,0,0.051,0,0,0,0,0.013,0.03,830,4316.283877,550.82
